homo,index,lumo
-0.2172,37567,0.0795
-0.2289,37568,0.0763
-0.2341,37569,0.0716
-0.235,37570,0.0708
-0.2279,37571,0.0732
-0.2312,37572,0.0698
-0.2132,37573,0.0685
-0.2219,37574,0.0619
-0.2326,37575,0.0673
-0.2409,37576,0.0578
-0.239,37577,0.0687
-0.2225,37578,0.0843
-0.2082,37579,0.0722
-0.2128,37580,0.0502
-0.2139,37581,0.0733
-0.1995,37582,0.0574
-0.2271,37583,0.0232
-0.2313,37584,0.0171
-0.2294,37585,0.012
-0.2148,37586,0.0121
-0.2369,37587,0.0188
-0.2547,37588,0.0884
-0.2354,37589,0.0854
-0.243,37590,0.0845
-0.249,37591,0.079
-0.2317,37592,0.0902
-0.2215,37593,0.0932
-0.2208,37594,0.0883
-0.2208,37595,0.0863
-0.2254,37596,0.0896
-0.2081,37597,0.0966
-0.2291,37598,0.0805
-0.2245,37599,0.0836
-0.2098,37600,0.0891
-0.2228,37601,0.0841
-0.233,37602,0.0687
-0.2352,37603,0.08
-0.25,37609,0.0791
-0.2105,37610,0.0599
-0.2055,37611,0.0752
-0.1989,37612,0.0624
-0.2079,37613,0.0445
-0.2475,37614,0.0698
-0.2229,37615,0.0488
-0.2206,37616,0.0112
-0.237,37617,0.0148
-0.2316,37618,0.0255
-0.2307,37619,0.0146
-0.2241,37620,0.0143
-0.2316,37621,-0.0027
-0.2384,37622,0.0128
-0.2198,37623,0.0862
-0.2286,37624,0.0861
-0.2318,37625,0.0897
-0.2345,37626,0.0951
-0.244,37627,0.0902
-0.2325,37628,0.0897
-0.2294,37629,0.0898
-0.1885,37630,0.0894
-0.2289,37631,0.0828
-0.2354,37632,0.0832
-0.2388,37633,0.0812
-0.2199,37634,0.0942
-0.2329,37635,0.0893
-0.2311,37636,0.0862
-0.2287,37637,0.0834
-0.2386,37638,0.0842
-0.2428,37639,0.0747
-0.2371,37640,0.0861
-0.2091,37641,0.0789
-0.2053,37642,0.0771
-0.2173,37643,0.0754
-0.2067,37644,0.0611
-0.2141,37645,0.0533
-0.2123,37646,0.0602
-0.1954,37647,0.0666
-0.2228,37648,0.0728
-0.2183,37649,0.074
-0.2292,37650,0.0768
-0.2233,37651,0.07
-0.2296,37652,0.0569
-0.2342,37653,0.0571
-0.2295,37654,0.0528
-0.2198,37655,0.0873
-0.2286,37656,0.0878
-0.2126,37657,0.0783
-0.2457,37658,0.0839
-0.2253,37659,0.0719
-0.2419,37660,0.0764
-0.2166,37661,0.0782
-0.2225,37662,0.0889
-0.2338,37663,0.0952
-0.2453,37664,0.094
-0.2345,37665,0.0729
-0.2382,37666,0.079
-0.2271,37667,0.083
-0.2233,37668,0.0774
-0.218,37669,0.082
-0.233,37670,0.0848
-0.2217,37671,0.0676
-0.2124,37672,0.0811
-0.2114,37673,0.0731
-0.2247,37674,0.0619
-0.2031,37675,0.0749
-0.2185,37676,0.085
-0.2152,37677,0.0863
-0.2341,37678,0.0861
-0.2354,37679,0.0666
-0.224,37680,0.0781
-0.2217,37681,0.0811
-0.2209,37682,0.0716
-0.2449,37683,0.0836
-0.2183,37684,0.0785
-0.2177,37685,0.0653
-0.2389,37686,0.0551
-0.2279,37687,0.0339
-0.2227,37688,0.0226
-0.227,37689,0.0102
-0.2188,37690,0.0095
-0.229,37691,-0.008
-0.2308,37692,-0.0147
-0.2355,37693,0.01
-0.2317,37694,0.02
-0.2225,37695,0.009
-0.2497,37696,0.0119
-0.2276,37697,0.0099
-0.2243,37698,0.0111
-0.2507,37699,0.0022
-0.2319,37700,-0.0157
-0.2488,37701,0.0825
-0.2196,37702,0.0858
-0.2382,37703,0.0865
-0.2394,37704,0.0861
-0.2197,37705,0.085
-0.2006,37706,0.087
-0.2337,37707,0.0831
-0.2334,37708,0.0785
-0.2248,37709,0.0738
-0.2236,37710,0.0163
-0.2247,37711,0.0045
-0.2432,37712,0.009
-0.2072,37713,0.0093
-0.2094,37714,0.0022
-0.2188,37715,0.0042
-0.2201,37716,-0.0041
-0.224,37717,0.0069
-0.2359,37718,-0.0014
-0.2192,37719,0.0906
-0.2014,37720,0.0828
-0.2424,37721,0.0901
-0.2177,37722,0.0885
-0.2266,37723,0.0907
-0.219,37724,0.0965
-0.2185,37725,0.0903
-0.2219,37726,0.0863
-0.2357,37727,0.0829
-0.2154,37728,0.0733
-0.2325,37729,0.0819
-0.2411,37730,0.0836
-0.2647,37731,0.0903
-0.2223,37732,0.0851
-0.2341,37733,0.0938
-0.2432,37734,0.0944
-0.2313,37735,0.0811
-0.2355,37736,0.0949
-0.2456,37737,0.098
-0.2025,37738,0.0858
-0.2088,37739,0.0873
-0.2316,37740,0.0776
-0.2261,37741,0.078
-0.2061,37742,0.0733
-0.2158,37743,0.0666
-0.2208,37744,0.0766
-0.2375,37745,0.077
-0.2239,37746,0.0782
-0.2301,37747,0.0706
-0.2492,37748,0.0651
-0.236,37749,0.0684
-0.191,37753,-0.0346
-0.1928,37756,-0.0472
-0.2206,37762,0.0232
-0.2174,37763,0.0112
-0.2267,37764,0.0154
-0.2005,37765,0.0061
-0.2174,37766,0.0045
-0.2023,37767,-0.001
-0.2192,37768,0.0134
-0.2069,37769,0.003
-0.2122,37770,0.025
-0.2034,37771,0.0192
-0.2067,37772,-0.0231
-0.2179,37773,-0.0334
-0.2067,37774,-0.0371
-0.2085,37775,-0.0303
-0.2211,37776,-0.0425
-0.2103,37777,-0.0083
-0.2178,37778,-0.029
-0.2268,37779,-0.0325
-0.2195,37780,-0.023
-0.2285,37781,0.0224
-0.2363,37782,0.0076
-0.2267,37783,0.0258
-0.2318,37784,-0.0097
-0.2232,37785,0.0201
-0.2319,37786,0.0223
-0.2267,37787,0.0304
-0.2339,37788,0.0242
-0.2186,37789,0.0182
-0.2275,37790,0.0066
-0.2164,37791,0.0278
-0.2275,37792,0.0232
-0.2161,37793,0.0232
-0.2308,37794,0.0141
-0.2233,37795,0.0186
-0.2554,37796,0.0736
-0.2294,37797,0.0751
-0.2448,37798,0.0722
-0.2397,37799,0.0756
-0.2201,37800,0.0859
-0.2431,37801,0.0764
-0.2218,37802,0.0731
-0.2222,37803,0.0767
-0.2408,37804,0.0762
-0.2228,37805,0.0691
-0.2291,37806,0.0678
-0.2269,37807,0.0742
-0.2255,37808,0.0791
-0.23,37809,0.0712
-0.2334,37810,0.0741
-0.238,37811,0.012
-0.248,37812,-0.0008
-0.2243,37813,-0.0061
-0.2255,37814,0.0054
-0.2193,37815,0.0024
-0.2175,37816,-0.0016
-0.2205,37817,-0.0038
-0.23,37818,-0.0033
-0.2265,37819,-0.0154
-0.2338,37820,-0.0159
-0.2471,37821,0.0869
-0.242,37822,0.0845
-0.2451,37823,0.0813
-0.2566,37824,0.0675
-0.2232,37825,0.0767
-0.2281,37826,0.0705
-0.236,37827,0.0703
-0.2167,37828,0.0716
-0.2278,37829,0.0661
-0.234,37830,0.061
-0.22,37831,0.0651
-0.2231,37832,0.0554
-0.2305,37833,0.0521
-0.2306,37834,0.0601
-0.234,37835,0.0529
-0.2437,37836,0.0427
-0.2035,37837,-0.0395
-0.1978,37838,-0.0299
-0.2156,37839,-0.0529
-0.2053,37840,-0.0399
-0.205,37841,-0.0387
-0.2116,37842,-0.0524
-0.218,37844,-0.0602
-0.1972,37846,0.0843
-0.267,37847,0.0887
-0.2489,37848,0.0836
-0.2348,37849,0.0667
-0.2265,37850,0.039
-0.2468,37851,0.0577
-0.2119,37852,0.0559
-0.2277,37853,0.0537
-0.2252,37854,0.0451
-0.2256,37855,0.035
-0.2336,37856,0.0386
-0.2364,37857,0.0274
-0.2375,37858,0.0798
-0.203,37859,0.0756
-0.1978,37860,0.0604
-0.1631,37861,0.0616
-0.1773,37862,0.0561
-0.1846,37863,0.0459
-0.2038,37864,0.0308
-0.2308,37865,0.0029
-0.2286,37866,0.015
-0.2236,37867,0.0083
-0.2234,37868,0.0012
-0.2344,37869,0.0022
-0.2198,37870,0.0055
-0.232,37871,-0.0056
-0.2354,37872,-0.0128
-0.1966,37873,0.092
-0.2033,37874,0.0842
-0.2183,37875,0.0831
-0.2329,37876,0.0757
-0.2599,37877,0.0882
-0.2452,37878,0.084
-0.2266,37879,0.062
-0.2333,37880,0.0644
-0.2298,37881,0.0662
-0.2401,37882,0.0832
-0.2153,37883,0.0801
-0.2589,37884,0.0755
-0.2269,37885,0.0647
-0.2369,37886,0.0505
-0.2297,37887,0.0912
-0.2641,37888,0.0931
-0.2304,37889,0.0952
-0.2377,37890,0.0993
-0.2285,37891,0.0987
-0.2247,37892,0.0846
-0.2408,37893,0.0885
-0.2235,37894,0.0726
-0.2141,37895,0.0622
-0.2335,37896,0.0623
-0.2167,37897,0.0855
-0.2353,37898,0.0767
-0.2273,37899,0.0836
-0.2354,37900,0.063
-0.2392,37901,0.0607
-0.2459,37902,0.0469
-0.1977,37903,-0.0348
-0.2013,37904,-0.0348
-0.2072,37905,-0.0222
-0.2187,37906,-0.0307
-0.212,37907,-0.0358
-0.2334,37908,-0.043
-0.2116,37909,-0.0154
-0.22,37910,-0.0254
-0.2281,37911,0.0377
-0.2318,37912,0.0336
-0.2341,37913,0.0339
-0.2396,37914,0.023
-0.2313,37915,0.0268
-0.2322,37916,0.0287
-0.2337,37917,0.0391
-0.2409,37918,0.0331
-0.2344,37919,0.0299
-0.2372,37920,0.0259
-0.2473,37921,0.0211
-0.1978,37922,0.0774
-0.2499,37923,0.0819
-0.2175,37924,0.0744
-0.2353,37925,0.0778
-0.2277,37926,0.0614
-0.2124,37927,0.079
-0.2361,37928,0.0699
-0.2123,37929,0.0621
-0.2306,37930,0.0588
-0.2338,37931,0.0764
-0.231,37932,0.0777
-0.2239,37933,0.0738
-0.2232,37934,0.0839
-0.2257,37935,0.079
-0.2159,37936,0.0693
-0.2316,37937,0.0238
-0.2317,37938,0.0188
-0.2381,37939,0.0155
-0.2288,37940,0.0092
-0.2267,37941,0.0019
-0.2288,37942,-0.0064
-0.2296,37943,0.0175
-0.2392,37944,0.0168
-0.2381,37945,0.0072
-0.2332,37946,0.0064
-0.2413,37947,-0.0052
-0.2437,37948,0.0105
-0.2372,37949,0.0062
-0.2164,37950,0.0101
-0.2316,37951,-0.0086
-0.2194,37952,0.0048
-0.2263,37953,-0.0138
-0.234,37954,-0.0062
-0.2292,37955,-0.0107
-0.237,37956,-0.0104
-0.2234,37957,-0.001
-0.2369,37958,-0.0194
-0.2219,37959,0.0846
-0.2229,37960,0.0849
-0.2435,37961,0.0799
-0.2389,37962,0.0792
-0.2339,37963,0.0818
-0.2246,37964,0.0821
-0.2355,37965,0.0784
-0.2272,37966,0.0749
-0.2465,37967,0.076
-0.2331,37968,0.0831
-0.2371,37969,0.0849
-0.2413,37970,0.0839
-0.2281,37971,0.0747
-0.2326,37972,0.0724
-0.241,37973,0.0654
-0.2322,37974,0.0834
-0.2296,37975,0.0778
-0.2288,37976,0.0824
-0.2258,37977,0.0813
-0.2351,37978,0.075
-0.2809,37979,0.0859
-0.2381,37980,0.0897
-0.2431,37981,0.0908
-0.2514,37982,0.0921
-0.2053,37983,0.0887
-0.2425,37984,0.1031
-0.2347,37985,0.0724
-0.2317,37986,0.0705
-0.2453,37987,0.0777
-0.2415,37988,0.0669
-0.2522,37989,0.0595
-0.249,37990,0.0654
-0.1999,37994,-0.0107
-0.2053,37995,-0.0137
-0.2146,37996,-0.0247
-0.2244,37997,-0.0083
-0.2326,37998,-0.019
-0.2203,37999,-0.0056
-0.2217,38000,-0.0135
-0.2191,38001,-0.0332
-0.2246,38002,-0.0167
-0.237,38003,-0.0277
-0.2154,38004,-0.0209
-0.2044,38005,-0.0055
-0.2141,38006,-0.0175
-0.1963,38007,-0.0165
-0.1948,38008,-0.0144
-0.2222,38009,-0.0332
-0.206,38010,-0.0343
-0.1977,38011,-0.0192
-0.2055,38012,-0.0268
-0.2084,38013,-0.0334
-0.1986,38014,-0.0187
-0.2063,38015,-0.0542
-0.2089,38016,-0.0532
-0.211,38017,-0.0644
-0.2091,38018,-0.034
-0.2179,38019,0.022
-0.2189,38020,0.0119
-0.214,38021,-0.0107
-0.2263,38022,-0.0101
-0.2233,38023,0.0158
-0.2371,38024,0.002
-0.1953,38025,-0.0063
-0.2216,38026,-0.0313
-0.2271,38027,-0.0271
-0.2036,38028,-0.0128
-0.2158,38029,-0.0256
-0.2153,38030,0.0215
-0.2268,38031,0.0106
-0.2261,38032,0.0093
-0.2265,38033,-0.001
-0.2287,38034,0.0214
-0.2102,38035,0.0491
-0.2411,38036,0.004
-0.2283,38037,0.0019
-0.2433,38038,-0.0118
-0.2223,38039,0.0154
-0.2348,38040,0.0021
-0.2294,38041,0.0027
-0.2429,38042,-0.011
-0.2179,38043,0.0118
-0.2021,38044,0.0056
-0.2329,38045,-0.0025
-0.2319,38046,-0.001
-0.2182,38047,0.0144
-0.2308,38048,-0.0022
-0.2301,38049,0.0011
-0.2186,38050,0.0174
-0.225,38051,0.0104
-0.2293,38052,0.0063
-0.2217,38053,0.0116
-0.2327,38054,0.0016
-0.2269,38055,0.0019
-0.2407,38056,-0.0099
-0.2312,38057,-0.0035
-0.2437,38058,-0.0118
-0.2124,38059,-0.0235
-0.2222,38060,-0.0324
-0.2226,38061,0.0193
-0.2269,38062,0.0056
-0.2336,38063,0.0092
-0.2276,38064,-0.0001
-0.2492,38065,-0.0108
-0.229,38066,0.0122
-0.2422,38067,-0.0015
-0.2362,38068,-0.0008
-0.2411,38069,-0.0149
-0.2384,38070,0.0015
-0.2506,38071,-0.0127
-0.2039,38072,-0.0177
-0.2123,38073,-0.028
-0.2189,38074,-0.0309
-0.2252,38075,-0.0352
-0.2239,38076,0.0063
-0.2339,38077,-0.0052
-0.2253,38086,0.0072
-0.2076,38087,0.0009
-0.2352,38088,-0.0179
-0.2389,38089,-0.0144
-0.2223,38090,0.0064
-0.2037,38091,-0.0014
-0.2281,38092,-0.0077
-0.2238,38093,0.0163
-0.2319,38094,0.0003
-0.2305,38095,-0.0063
-0.2275,38096,0.0036
-0.2437,38097,-0.0024
-0.2431,38098,-0.0011
-0.2229,38099,0.0213
-0.2313,38100,0.005
-0.2306,38101,0.0119
-0.2406,38102,-0.003
-0.2362,38103,-0.0034
-0.2468,38104,-0.0189
-0.2072,38105,0.005
-0.2249,38106,-0.0078
-0.2065,38107,0.014
-0.2082,38108,0.0042
-0.2203,38109,0.014
-0.2334,38110,-0.0082
-0.2412,38111,-0.0186
-0.2116,38112,0.0142
-0.226,38113,-0.0072
-0.2182,38114,0.0019
-0.2282,38115,-0.0051
-0.2387,38116,-0.0043
-0.2334,38117,0.0041
-0.2257,38118,0.0181
-0.2178,38119,0.0099
-0.2234,38120,0.009
-0.2296,38121,-0.0036
-0.2259,38122,0.0043
-0.2459,38123,-0.0035
-0.2359,38124,-0.0099
-0.2515,38125,-0.0183
-0.2283,38126,0.02
-0.2245,38127,0.0158
-0.2358,38128,0.007
-0.2308,38129,0.0037
-0.2389,38130,-0.0015
-0.2315,38131,-0.0085
-0.2417,38132,0.0045
-0.221,38133,0.0247
-0.2304,38134,0.0177
-0.2341,38135,0.0048
-0.2261,38136,-0.0057
-0.2257,38137,0.0154
-0.237,38138,0.0002
-0.2319,38139,0.0058
-0.2439,38140,-0.0103
-0.2367,38141,0.0022
-0.2458,38142,-0.0138
-0.223,38143,0.0241
-0.2163,38144,0.0158
-0.2324,38145,0.0139
-0.2349,38146,0.0108
-0.2318,38147,0.0004
-0.2345,38148,-0.0044
-0.2516,38149,-0.0106
-0.2209,38150,0.0162
-0.2436,38151,0.0027
-0.252,38152,-0.0063
-0.239,38153,-0.0015
-0.2474,38154,-0.0086
-0.1998,38155,-0.0332
-0.2079,38156,-0.0432
-0.2118,38157,-0.0411
-0.234,38158,0.0193
-0.218,38159,0.0114
-0.236,38160,0.0135
-0.2502,38161,0.0041
-0.227,38162,0.0096
-0.2268,38163,-0.0051
-0.2247,38164,0.0244
-0.2226,38165,0.0171
-0.233,38166,0.0157
-0.2308,38167,0.0242
-0.2144,38168,0.0194
-0.2235,38169,0.0137
-0.2232,38170,0.0118
-0.242,38171,0.004
-0.2363,38172,0.0025
-0.236,38173,-0.0004
-0.2483,38174,-0.0079
-0.2497,38179,0.0884
-0.2397,38180,0.0859
-0.2421,38181,0.0801
-0.2265,38182,0.0781
-0.2324,38183,0.085
-0.2325,38184,0.0655
-0.2403,38185,0.0766
-0.2487,38186,0.0844
-0.2223,38187,0.0796
-0.2388,38188,0.073
-0.2435,38189,0.0736
-0.2298,38190,0.0918
-0.2557,38191,0.0962
-0.2442,38192,0.0877
-0.2356,38193,0.0694
-0.2333,38194,0.0945
-0.2312,38195,0.0648
-0.199,38198,-0.0112
-0.2313,38200,0.0198
-0.2336,38201,0.01
-0.2463,38202,0.0108
-0.2549,38203,0.0004
-0.2332,38204,0.006
-0.24,38205,0.0025
-0.2341,38206,0.0198
-0.2409,38207,0.0111
-0.2426,38208,0.0182
-0.2326,38209,0.001
-0.228,38210,0.0037
-0.2349,38211,-0.0053
-0.2305,38212,0.0092
-0.2346,38213,0.0236
-0.2357,38214,0.0137
-0.2483,38215,0.013
-0.2398,38216,0.0138
-0.2434,38217,0.006
-0.2387,38218,0.0319
-0.2458,38219,0.0257
-0.2478,38220,0.0245
-0.2469,38221,0.0174
-0.2308,38222,0.0208
-0.2509,38223,0.0123
-0.2472,38224,0.0162
-0.2189,38225,0.0282
-0.2418,38226,0.0731
-0.2168,38227,0.0683
-0.2149,38228,0.0342
-0.215,38229,0.0586
-0.2229,38230,-0.009
-0.2382,38231,0.0536
-0.2402,38232,0.0536
-0.2179,38233,0.0095
-0.228,38234,0.0354
-0.2232,38235,0.0518
-0.2258,38236,0.0484
-0.2369,38237,0.0254
-0.2376,38238,0.0234
-0.2359,38239,0.0157
-0.2312,38240,0.0142
-0.2286,38241,0.0147
-0.2381,38242,0.0105
-0.2371,38243,0.002
-0.281,38244,0.0836
-0.2349,38245,0.078
-0.2414,38246,0.0879
-0.2493,38247,0.0822
-0.2387,38248,0.0842
-0.2458,38249,0.0774
-0.2371,38250,0.0851
-0.2414,38251,0.0718
-0.2468,38252,0.0906
-0.2372,38253,0.0803
-0.2488,38254,0.0769
-0.2407,38255,0.073
-0.2325,38256,0.0792
-0.2655,38257,0.0899
-0.242,38258,0.0917
-0.243,38259,0.0914
-0.2418,38260,0.0961
-0.2172,38261,0.0979
-0.2546,38262,0.0984
-0.2405,38263,0.0913
-0.2351,38264,0.098
-0.2555,38265,0.0888
-0.2409,38266,0.0782
-0.2285,38267,0.0794
-0.2328,38268,0.0758
-0.2341,38269,0.0793
-0.2369,38270,0.0755
-0.2444,38271,0.0655
-0.2257,38272,0.0715
-0.2349,38273,0.0771
-0.2449,38274,0.0654
-0.2424,38275,0.0917
-0.2255,38276,0.0852
-0.2172,38277,0.0696
-0.2417,38278,0.0824
-0.2358,38279,0.0662
-0.2187,38280,0.0573
-0.1988,38281,0.0316
-0.2078,38282,0.0208
-0.2117,38283,0.0158
-0.2213,38284,0.0046
-0.2177,38285,0.0317
-0.2274,38286,0.0159
-0.2278,38287,0.0182
-0.2346,38288,0.0021
-0.2711,38289,0.0956
-0.228,38290,0.0849
-0.234,38291,0.0716
-0.2241,38292,0.0502
-0.2354,38293,0.0583
-0.2348,38294,0.0286
-0.2467,38295,0.0223
-0.2327,38296,0.0196
-0.2565,38297,0.0118
-0.2758,38298,0.0755
-0.2366,38299,0.0706
-0.2396,38300,0.0757
-0.2334,38301,0.076
-0.2273,38302,0.0185
-0.2371,38303,0.0081
-0.2135,38304,0.0105
-0.2218,38305,-0.0013
-0.2391,38306,0.0848
-0.2749,38307,0.0823
-0.2433,38308,0.0817
-0.2517,38309,0.0825
-0.2329,38310,0.0722
-0.2362,38311,0.0754
-0.2358,38312,0.0674
-0.2404,38313,0.0601
-0.2889,38314,0.0854
-0.2418,38315,0.0909
-0.2455,38316,0.0897
-0.2578,38317,0.0934
-0.2374,38318,0.0827
-0.2401,38319,0.0807
-0.2399,38320,0.0832
-0.2481,38321,0.0743
-0.2812,38322,0.1069
-0.2327,38323,0.0886
-0.2317,38324,0.0803
-0.2344,38325,0.076
-0.233,38326,0.0334
-0.2416,38327,0.0251
-0.2387,38328,0.0169
-0.2342,38329,0.0275
-0.2453,38330,0.0162
-0.2278,38331,0.0261
-0.2401,38332,0.0193
-0.2227,38333,0.0133
-0.236,38334,0.0102
-0.2405,38336,0.0105
-0.2335,38337,0.0069
-0.2763,38338,0.0873
-0.2343,38339,0.0883
-0.245,38340,0.0885
-0.2505,38341,0.0939
-0.2311,38342,0.0864
-0.2312,38343,0.0812
-0.2312,38344,0.0797
-0.2404,38345,0.0774
-0.2414,38346,0.0758
-0.2096,38347,-0.02
-0.2205,38348,-0.0317
-0.2291,38349,0.0076
-0.2352,38350,-0.0019
-0.23,38351,0.0221
-0.23,38352,0.0203
-0.2338,38353,0.0114
-0.233,38354,0.0104
-0.2401,38355,0.004
-0.232,38356,0.0043
-0.204,38357,0.0037
-0.2389,38358,-0.0005
-0.2215,38359,0.0119
-0.2205,38360,0.0031
-0.2346,38362,-0.0054
-0.2203,38363,0.011
-0.208,38364,-0.0165
-0.2238,38366,0.0019
-0.2679,38367,0.0734
-0.2386,38368,0.077
-0.2398,38369,0.0745
-0.2536,38370,0.0696
-0.2337,38371,0.0725
-0.2346,38372,0.0677
-0.2316,38373,0.0717
-0.2464,38374,0.0768
-0.2385,38375,0.0722
-0.2374,38376,0.0689
-0.2336,38377,0.0754
-0.2045,38378,0.071
-0.248,38379,0.0626
-0.2328,38380,0.0957
-0.2196,38381,0.0765
-0.2258,38382,0.0652
-0.224,38383,0.0801
-0.2305,38384,0.0698
-0.225,38385,0.077
-0.2226,38386,0.0564
-0.2226,38387,0.0842
-0.2469,38388,0.0882
-0.226,38389,0.0775
-0.232,38390,0.081
-0.2192,38391,0.0725
-0.2319,38392,0.0654
-0.2435,38393,0.0937
-0.2225,38394,0.0855
-0.2281,38395,0.076
-0.2419,38396,0.0829
-0.2366,38397,0.0769
-0.2276,38398,0.0798
-0.2308,38399,0.0794
-0.2285,38400,0.0771
-0.2354,38401,0.0771
-0.2286,38402,0.0687
-0.2225,38403,0.0828
-0.2312,38404,0.0792
-0.2524,38405,0.0807
-0.2263,38406,0.0736
-0.2371,38407,0.0689
-0.2352,38408,0.0694
-0.2346,38409,0.0299
-0.2434,38410,0.027
-0.2294,38411,0.0234
-0.2406,38412,0.0187
-0.2387,38413,0.026
-0.2393,38414,0.0248
-0.2473,38415,0.019
-0.2303,38416,0.0278
-0.2608,38417,0.087
-0.2232,38418,0.0836
-0.2248,38419,0.084
-0.2385,38420,0.0783
-0.2207,38421,0.0762
-0.2427,38422,0.0686
-0.2335,38423,0.0609
-0.2374,38424,0.0655
-0.2531,38425,0.0878
-0.2364,38426,0.0725
-0.2437,38427,0.0766
-0.2432,38428,0.0745
-0.2317,38429,0.026
-0.2438,38430,0.0221
-0.2247,38431,0.0157
-0.2251,38432,0.021
-0.2372,38433,0.0145
-0.2308,38434,0.0091
-0.2238,38435,0.0254
-0.2346,38436,0.0213
-0.2195,38437,0.0144
-0.2332,38438,0.0184
-0.2442,38439,0.0139
-0.2265,38440,0.0075
-0.2269,38441,0.0125
-0.2472,38442,0.0797
-0.2345,38443,0.0852
-0.2372,38444,0.0811
-0.2364,38445,0.0797
-0.2479,38446,0.0841
-0.2274,38447,0.0725
-0.228,38448,0.0737
-0.2349,38449,0.0674
-0.239,38450,0.0678
-0.2243,38451,0.0843
-0.2266,38452,0.0821
-0.2308,38453,0.0816
-0.2368,38454,0.0716
-0.2484,38455,0.0779
-0.2354,38456,0.0786
-0.2492,38457,0.0781
-0.2512,38458,0.0764
-0.2277,38459,0.0786
-0.2369,38460,0.0738
-0.2236,38461,0.0122
-0.2372,38462,0.0625
-0.2326,38463,0.0794
-0.2267,38464,0.0635
-0.2319,38465,0.0475
-0.2164,38466,0.0298
-0.2298,38467,0.0254
-0.2334,38468,0.0195
-0.2238,38469,0.0874
-0.2373,38470,0.0635
-0.2504,38471,0.0876
-0.249,38472,0.0915
-0.2196,38473,0.0931
-0.2298,38474,0.082
-0.2172,38475,0.0752
-0.2287,38476,0.0656
-0.2359,38477,0.0686
-0.2366,38478,0.0846
-0.2346,38479,0.0622
-0.2148,38480,0.0713
-0.2238,38481,0.0635
-0.2171,38482,0.0616
-0.2249,38483,0.054
-0.2189,38484,0.0721
-0.2162,38485,0.0562
-0.2253,38486,0.0517
-0.2092,38487,0.0823
-0.2109,38488,0.0722
-0.2152,38489,0.0632
-0.2134,38490,0.0522
-0.2146,38491,0.0572
-0.2124,38492,0.0839
-0.2379,38493,0.0795
-0.2074,38494,0.0658
-0.2154,38495,0.0475
-0.2152,38496,0.0454
-0.2223,38497,0.0708
-0.2394,38498,0.0656
-0.2186,38499,0.0741
-0.2258,38500,0.0441
-0.2147,38501,0.0779
-0.2244,38502,0.0755
-0.2414,38503,0.0751
-0.2522,38504,0.0706
-0.2065,38505,0.0348
-0.2144,38506,0.0242
-0.213,38507,0.0274
-0.2223,38508,0.0139
-0.2194,38509,0.0167
-0.2277,38510,0.0028
-0.2119,38511,-0.0395
-0.2,38512,-0.0283
-0.2114,38513,-0.0406
-0.2074,38514,-0.0604
-0.2206,38515,-0.0642
-0.2122,38516,-0.0354
-0.2253,38517,0.0189
-0.2355,38518,0.0047
-0.2152,38519,0.0136
-0.2391,38520,0.0096
-0.2087,38521,-0.0043
-0.2207,38522,0.0029
-0.2327,38523,0.0095
-0.2211,38524,-0.0013
-0.2344,38525,0.0053
-0.2267,38526,0.027
-0.2316,38527,0.0152
-0.2414,38528,0.0224
-0.2145,38529,0.0469
-0.2313,38530,0.0234
-0.2277,38531,0.0183
-0.2347,38532,0.0115
-0.2122,38533,0.0363
-0.2142,38534,0.0279
-0.2209,38535,0.0283
-0.2234,38536,0.0251
-0.2303,38537,0.0171
-0.2258,38538,0.0164
-0.2325,38539,0.0206
-0.2417,38540,0.0126
-0.2447,38541,0.0258
-0.2235,38542,0.0219
-0.2446,38543,0.0161
-0.2123,38544,0.0242
-0.2213,38545,0.016
-0.2277,38546,-0.0211
-0.2052,38547,0.0058
-0.214,38548,-0.006
-0.206,38549,-0.0047
-0.1941,38550,0.0155
-0.1894,38551,0.0041
-0.2051,38552,-0.0001
-0.2016,38553,0.0069
-0.2146,38554,-0.0099
-0.2126,38555,-0.0002
-0.22,38556,-0.0174
-0.192,38557,0.0054
-0.2103,38558,0.0125
-0.2193,38559,0.0043
-0.2145,38560,0.0033
-0.2179,38561,0
-0.219,38562,0.0061
-0.2037,38563,0.0036
-0.2257,38564,0.0746
-0.2394,38565,0.0724
-0.2283,38566,0.0728
-0.2549,38567,0.0747
-0.2258,38568,0.0772
-0.2106,38569,0.0849
-0.2216,38570,0.0757
-0.2189,38571,0.0741
-0.2284,38572,0.071
-0.2331,38573,0.0828
-0.2344,38574,0.0747
-0.2506,38575,0.0857
-0.222,38576,0.0852
-0.2189,38577,0.0823
-0.2032,38578,0.0887
-0.2113,38579,0.0749
-0.2076,38580,0.0721
-0.2478,38581,0.0755
-0.2161,38582,0.0699
-0.2488,38583,0.0872
-0.2304,38584,0.0635
-0.2275,38585,0.0867
-0.2355,38586,0.0721
-0.2277,38587,0.0662
-0.2311,38588,0.0558
-0.239,38589,0.0581
-0.2411,38590,0.0791
-0.2387,38591,0.0444
-0.2318,38592,0.0935
-0.2244,38593,0.0834
-0.2036,38594,0.0909
-0.2133,38595,0.0883
-0.2643,38596,0.0932
-0.2374,38597,0.0804
-0.2328,38598,0.0941
-0.2318,38599,0.0714
-0.2431,38600,0.072
-0.2581,38601,0.0838
-0.2545,38602,0.092
-0.2289,38603,0.0803
-0.2211,38604,0.0743
-0.2366,38605,0.0714
