id,smiles_string
17683,CC(=O)N1C[C@H]2[C@@H](O)[C@@H]12
17684,O=C1O[C@H]2[C@H]3O[C@H]3[C@@H]12
17685,N[C@@H](CCC(=O)O)C#C
17686,C[C@H]1CNC(=O)CN1
17687,C[C@H]1[C@H]2[C@H]3CC(=O)[C@H]3N12
17688,C[C@H]1C[C@H]2C[C@]2(O1)C#C
17689,C[C@@H](CO)C1OCCO1
17690,COC(=O)[C@@]12C[C@@H](C1)N2
17691,C[C@@H](OCC#N)C=O
17692,NC1=CC(=O)N(C1)[CH][NH]
17693,CC(C)[C@H]1CO[C@@H](C)C1
17694,C[C@H]1CC=CC(C)(C)O1
17695,C[C@]1(CCOC1)C=O
17696,C1O[C@H]1[C@H]1CC21COC2
17697,C[C@@]12C[C@@H](C1)[C@]2(C)CO
17698,C[C@H]1[C@H]2N1[C@@H](C)[C@]12CO1
17699,C[C@H]1[C@H]2N=CO[C@@H](C)[C@@H]12
17700,CC1=C(CNC(=N1)[NH])F
17701,NC1=N[C@@H]([NH])N=C(N)O1
17702,CC(C)NC(=O)C(=O)N
17703,C1[C@H]2COC=N[C@@H]1C=C2
17704,C[C@@]12CO[C@@H](C[C@H]1O)C2
17705,C[C@H]1O[C@@]2(C)CCO[C@@H]12
17706,CCO[C@@H](CC=O)C#N
17707,C[C@H]1[C@@H](C#C)C1(C)C
17708,CC(O[CH][NH])(C#N)C#N
17709,OC1=N[C@@H]([NH])N=C(F)O1
17710,C[C@@]1(O)[C@H]2CN3C[C@H]3[C@@H]12
17711,N[C@@H](CO)c1cnno1
17712,CCO[C@@]12C[C@H]3[C@@H]1C[C@@H]23
17713,Nc1n[nH]c(C#C)c1N
17714,O[C@]12CN3[C@H]1[C@H]2CC3=O
17715,OC1(CCC#C)CCC1
17716,CC[C@@]1(C)C[C@H]2O[C@H]2C1
17717,C[C@@]12CC[C@@H](CCC1)O2
17718,C1CC1Oc1cocc1
17719,CC[C@@]12C[C@]1(C)CC=C2
17720,CCn1ccccc1=O
17721,C[C@H]1CCC=C1NC=O
17722,O[C@H]1C[C@H]2CO[C@H]2C1=O
17723,C[C@]1(CO[C]1[NH])C(=O)N
17724,OCC(=O)OCCC#N
17725,O=COC[C@H]1COC=N1
17726,CC#C[C@H]1[C@@H](O)[C@H]1C=O
17727,OC[C@@H](CCC=O)C#C
17728,C[C@@]1(O)C[C@H]1C(=O)C#N
17729,[NH][C@H]1Nc2c(O1)nco2
17730,C[C@H]1CC2(CC2)[C@@H](C)O1
17731,O=C1CC[C@H]2N[C@H]2C1
17732,CO[C]([NH])[C@@H](CO)C=O
17733,C[C@H]1O[C@H]2[C@H]3CC[C@H]3[C@@H]12
17734,CN=c1[nH]c(CO)co1
17735,OCC(=O)N1CCCC1
17736,C[C@@]1(O)CCC=C1C=O
17737,Oc1nc(F)cc(=O)o1
17738,CC(C)[C@]12C[C@H]1NC2=O
17739,CC[C@@H](O)[C@H]1[C@H]2C[C@@H]1O2
17740,C[C@H]1[C@@]2(C)[C@H]3C[C@]1(C)[C@@H]23
17741,COc1ccncc1F
17742,CC#CC[C@H]1CCO1
17743,O[C@H]1CC[C@H]2[C@@H]1O[C]2[NH]
17744,C[C@@]12[C@H]3C[C@@H]1C(=O)[C@@]23C
17745,O[C@H]1C[C@H]2O[C]([NH])[C@H]2C1
17746,NC(=O)n1cncn1
17747,C[C@@H](CCCC#C)C#C
17748,CC[C@@]1(C)CCC1=NO
17749,N[C@H]1[C@@H](O)C(=O)O[C]1[NH]
17750,CN[C@@H](C)C#CC(=O)O
17751,C[C@]12CN1CC[C@H]2C#N
17752,COCC(=NC)OC
17753,O[C@H]1C[C@H]2CC(=O)[C@@H]1O2
17754,CN1[C@H]2CC[C]2[CH]C1=O
17755,O=C1O[C@H]2CN[C@@]12C#C
17756,O=C1C[C@H]2CO[C@H]2CN1
17757,O=CC(=O)N1C[C@H]1C#N
17758,O=CC(=O)N1[C@H]2CC[C@@H]12
17759,C1CN2[C@@H]3[C@H]4[C@@H]3[C]([CH]1)[C@@H]24
17760,O=CN1CC2(CO2)C1
17761,[NH][C@@H]1Oc2c(O1)cc[nH]2
17762,C1C[C@@H]2CN=CO[C@H]2C1
17763,C[C@H]1[C@H]2C[C@]1(C)C2=O
17764,CCC(CC)[C@H]1CN1C
17765,Nc1c(onn1)[C@H]1CN1
17766,COC=NCCN1CC1
17767,CCNc1c(N)ocn1
17768,CNC(=O)CCCC#C
17769,O[C@]12C[C@]1(COC2)C=O
17770,CC(=NO)CCC=O
17771,C[C@H]1[C@@H](O)[C@@H](C#C)[C@H]1O
17772,CC[C@]1(CCOC1)C#N
17773,O=C1OCc2c1cn[nH]2
17774,Cc1cc(CO)c(C)o1
17775,C#CCOc1cnno1
17776,C[C@@]12[C@H]3C[C@@H]1C(=O)[C@@H]2C3
17777,O=C1C[C@H]2CN2[C@H]2C[C@@H]12
17778,C[C@]1(C[C@H]1C#N)C1CC1
17779,C[C@H]1[C@@H](O)[C@]21CC(=O)N2
17780,CNc1c(C)cc(C)o1
17781,OCC[C@H]1[C@H]2O[C@@H]1C=C2
17782,Cn1nnc2c1onc2
17783,Cn1cnc2c1CCN2
17784,CCNC(=O)C(=O)N
17785,O[C@H]1[C@H]2O[C@H]3C[CH][C]1[C@@H]23
17786,C[C@H]1C[C@]2(C[C@@]12C)C#C
17787,C[C@H]1[C@H]2C[C@]1(O)[C@]12CO1
17788,CCOc1cnno1
17789,O[C@H]1CC(=O)[C@H]1OC=O
17790,C#CCC1(CC#C)CN1
17791,C[C@@H]([C@@H](O)CO)[C@H]1CO1
17792,C1C[C@H]2OC[C@@H]12
17793,C[C@@]1(CC=O)CCOC1
17794,COC[C@H]1[C@H]2CC[C@@H]1O2
17795,C[C@@]12C[C@@H](CC1)[C@H]2O
17796,OC[C@H]1O[C@@]23C[C@@H](C2)[C@@H]13
17797,Cc1cc(F)ncc1F
17798,CO[C@H]1C=CCCC1=O
17799,OC(=O)[C@H]1N[C@@H]2C[C@H]1C2
17800,CC1(C)CNC(=O)[C@H]1O
17801,OCC[C@H]1OCC21CC2
17802,C[C@@H](CO)[C@@H](O)C(=O)N
17803,CO[C@H]1[C@H]2CO[C@@H]1C=C2
17804,O[C@@]12[C@H]3C[C@@H]1C[C@@]23C=O
17805,N#C[C@@]12OC[C@H]3N[C@@H]1[C@@H]23
17806,C[C@@]1(O)C[C@]21CCC=C2
17807,CCN1C[C@H]1[C@@H](O)C#N
17808,CC[C@H]1CCCC1(C)C
17809,Cc1cnc(o1)C#C
17810,Nc1c[nH]c2c1nn[nH]2
17811,Cc1c2[nH]cnc2co1
17812,CC[C@@]1(CO)N[C@H]1CO
17813,CC[C@@H](C)OC1CCC1
17814,C[C@H]1C(=O)[C@H]2C[C@]1(C)C2
17815,C[C@H]1[C@H]2C=C[C@@H](O)[C@@]12O
17816,Fc1cnccc1C#N
17817,O[C@H]1[C@H]2C[C@@H]3[C@H]2[C@]13C=O
17818,CCN1C[C@]1(C)CC#C
17819,CC[C@@H](C)N(CC)C=O
17820,C[C@H]1C[C@]21O[C@H]1C[C@@H]21
17821,C[C@@]1(O)C[C@]1(C)C#N
17822,CO[C@H]1CN2C[C@@]12C
17823,Cn1ncc(N)c1O
17824,OC[C@@H](O)c1nocc1
17825,O=C(C#N)[C@H]1C[C@H]1C#C
17826,CC[C@@](C)(COC)OC
17827,C[C@@H](O)[C@H]1OCC[C@H]1O
17828,C[C@@]1(CCO)COC=N1
17829,CNC(=O)[C@H]1OCC=C1
17830,C[C@@]12C[C@]1(C)CC=CC2
17831,CCNc1coc(=O)[nH]1
17832,C[C@]1(COC(=O)C1)C#N
17833,O=CNc1c[nH]c(=O)[nH]1
17834,CC(C)N=C1CN=CN1
17835,CC[C@]12CC[C@H]1OC2
17836,C[C@H]1[C@@]2(O)C[C@@]1(C2)C#C
17837,C1O[C@H]2CC[N][C]2O1
17838,CC(=O)[C@H]1O[C@]1(C)C#C
17839,C1[C@H]2[C@@H]3[C@H]4CC[C@@]13N24
17840,C[C@H]1[C@H]2[C@@H](C)[C@@H]1[C@H]2C=O
17841,Nc1coc(=O)c(F)c1
17842,C1O[C@H]2[C@H]3C[C@@H]1[C@@H]2O3
17843,CNC(=NC)C(=O)C#N
17844,CC[C@@H](C#C)[C@H]1CN1C
17845,O[C@H]1[C@H]2NC[C]([NH])O[C@@H]12
17846,C[C@H]1CC(=NO)C=C1
17847,OC[C@H]1OC=N[C@H]1CO
17848,COCc1n[nH]cn1
17849,COC1(CC#N)COC1
17850,O=C[C@]1(OCC=C1)C#N
17851,C[C@@H]1N=C([NH])C=C(O)N1
17852,[NH][C]1O[C@H]2[C@H]3C[C@@]2(C3)O1
17853,CC(C)(O)CCO
17854,C[C@H]1[C@@H](O[C@H]1C#N)C#C
17855,C[C@H]1CO[C@H]1CCO
17856,O[C@@H](C#C)c1cnco1
17857,C[C@H]1[C@H]2O[C@@H]([C@@H]12)C(=O)C
17858,CC(C)OC(=O)C=O
17859,NC1=CC(=O)CC(=O)C1
17860,O[C@H]1[C@H]2N[C@@H]1C(=C2)C#N
17861,CCC[C@@H](CC)CC#N
17862,C[C@H]1OCO[C@@H](C)C1=O
17863,C[C@@]12O[C@H]3[C@@H]1[C@H]1[C@@H]2[C@@]31O
17864,CCC[C@]1(CN1)C=O
17865,O[C@]1(C=CN[C]1[NH])C#N
17866,NC1=C(N)O[C@@H]([NH])N1
17867,CCCCOC[C@@H](C)O
17868,CC1=C(O[CH]C(=O)[CH]1)N
17869,OCCCN1C[C@H]1C#C
17870,C[C@H]1CCCC(=C1)C#C
17871,C[C@H]1[C@H]2O[C@]1(CO)C=C2
17872,O[C@H]1[C@@H](O)[C@]21C[C]([NH])O2
17873,C[C@H]1OCC(=C1C)C#C
17874,C[C@@H](C#CCO)[C@H]1CO1
17875,C1Nc2c(occ2)C=C1
17876,O=C1[C@@H]2CC[C@]32CO[C@@H]13
17877,OC[C@H]1O[C]([NH])[C@]21CN2
17878,C[C]1[C]2NC[C@H]2NC1=O
17879,O=CC(=O)N1C[C@H]1C#C
17880,C[C@@]1(N)CN=COC1=O
17881,CCC#Cc1ccn[nH]1
17882,CC(=O)C[C@]12C[C@H]1CC2
17883,O=C1CCC=C(N1)C#N
17884,CO[C@H]1[C@H]2CC=C[C@@H]12
17885,C#C[C@]12CC[C@H]1N=CN2
17886,C[C@H]1C[C@@H](C#N)[C@]21CN2
17887,O[C@@]12C[C@H]3CCC[C@@H]1[C@@H]23
17888,C[C@@H](CC=O)NC(=O)C
17889,CC(C)(C#N)N1CC1
17890,C[C@H]1[C@H]2C[C@]1(CO)C2=O
17891,Cc1c(NC=O)cn[nH]1
17892,N#C[C@H]1COCCC=C1
17893,C[C@@]12C[C@@H](C[C@@H](O)C1)O2
17894,CCC[C@@]1(C)N[C@H]1C=O
17895,C[C@]1(C[C@]1(C)C#N)C#C
17896,C[C@H]1[C@@]2(C)CO[C@@]12C#C
17897,C[C@]1(C[C@@H](N1)C#C)C#N
17898,C[C@H]1CC=C[C@@H](O)C=C1
17899,C[C@@]12[C@H]3O[C@@H]1[C@H]3OC2=O
17900,C1C[C@@]23OCO[C@@H]2[C@H]3O1
17901,Nc1cc(ccc1)C#N
17902,O[C@H]1[C@H]2C(=O)C[C@@]12C#N
17903,OCCOc1ccco1
17904,CCOc1cnccc1
17905,C[C@@H](O)CN1C[C@H]1C#C
17906,C[C@@]12[C@H]3C[C@]41C=C[C@@H]2N34
17907,CC[C@@H](CC=O)OC=O
17908,C#CCCC1=NCCO1
17909,C1[C@H]2C[C@@H]3C[C@@H]4[C@H]2[C@H]1[C@H]34
17910,C1O[C@H]2CCCC[C@@H]12
17911,CCn1c(C)cnc1O
17912,C[C@]12CCN3[C@@H]4[C@H]3[C@H]1[C@H]24
17913,C[C@@]1(CC#C)OCC1=O
17914,OC1CC2(C1)CC(=O)C2
17915,CCC(CC)(OC)C#C
17916,[NH]C1=C[CH]C(=O)C(=O)O1
17917,N#C[C@]12O[C@H]1[C@H]1C[C@@H]2N1
17918,OC[C@@H](OCC#N)C#N
17919,C1[C@@H]2[CH][C]3CN4[C@H]1[C@H]2[C@H]34
17920,O=C1C[C@]2(O[C@@H]12)[C@H]1CN1
17921,NC1=C(CO)C(=O)NC1
17922,COc1coc(C)c1
17923,C[C@H]1C[C@H]1C[C@H]1O[C@H]1C
17924,C[C@]12CN1[C@H]1CC[C@@]21C
17925,C[C@H]1[C@H]2C[C@@H](C[C@@H]12)C#N
17926,Cc1cnc(o1)N(=O)=O
17927,C1CCN=COCOC1
17928,C1[C@H]2[C@H]3[C@@H]1[C@@H]1O[C@H]3C[C@H]21
17929,C[C@@H](O)C#C[C@@H](C)C=O
17930,CC1=C[C@H]2[C@H]3C=C[C@@H]1N23
17931,[NH][CH]O[C@H]1CN2CC[C@@H]12
17932,OCC1=C[C@H]2CN2C1
17933,CC1=CC[C@@H](O)[C@@H](O)C1
17934,CN(C)c1conc1N
17935,C[C@@H](O)C1(COC1)C#N
17936,CC1(C)C=CCCC=C1
17937,C[C@@H](O)CN1[C@@H](C)[C@H]1C
17938,CC[C@@H](C)[C@@]1(C)C[C@H]1C
17939,CNCC(=O)O[C](C)[NH]
17940,CC1(C)[C@H]2C[C@]31CO[C@@H]23
17941,OCc1nn(C=O)cn1
17942,Nc1noc(n1)[C@H]1CO1
17943,O=C[C@@]12C[C@@H](C1)C(=O)C2
17944,CC1=C[C@@H]2N3C[C@]2(C)[C@@H]13
17945,OC[C@H]1[C@@H](O)[C@H]2CC[C@@H]12
17946,C[C@]12CCCC[C@H]1[C@H]2O
17947,O[C@H]1[C@H]2[C@@H]3[C@H]4[C@@H]([CH][C]13)N24
17948,[nH]1cnc2c1ncnc2
17949,CCC1=C[C@@]2(C)N[C@H]2C1
17950,C[C@H]1[C@H]2[C@H]3[C@@H]1[C@@H]2C3(C)C
17951,O[C@H]1CC[C@]1(O)C1CC1
17952,CC[C@H]1C[C@H]2CN2C1=O
17953,C[C@H]1[C@@H](NC1=O)C1CC1
17954,CC(C)C[C@]12C[C@H]1OC2
17955,OCCC[C@H]1[C@H]2CC[C@@H]12
17956,O[C@@]12C[C@@H]3[C@@H](O[C@H]13)C=C2
17957,C[C@@H](O)[C@H]1OC21COC2
17958,CC1(C)CCO[C@H]1C#N
17959,CCC(CC)C(C)(C)C
17960,C[C@]12C[C@@H]3[C@@H](O)[C@H]1[C@@H]3O2
17961,CCC(=O)OCC#N
17962,C([C@H]1CO1)[C@]12CC[C@H]1N2
17963,O=C1C[C@H]2CN3CC[C@]123
17964,COC[C@]12O[C@H]1[C@H]1C[C@@H]21
17965,CCC[C@@H](O)CN1CC1
17966,C[C@H]1C[C@H]2C(=O)C[C@@]12C
17967,O[C@]12C[C@H]1[C@@H](C=C2)C#C
17968,C[C@]12CC[C@@H](CO)[C@H]1O2
17969,COc1c([nH]nn1)C#C
17970,C[C@H]1O[C@H]1[C@@H](N)CC#N
17971,C1OC[C@@]23COC[C@@]12O3
17972,C[C@H]1[C@H]2[C@@H](C)C[C@@]12CO
17973,OC1(CC1)c1cnn[nH]1
17974,N[C@H]1[C@@H](O)COC1=O
17975,C1N[C@]21C[C@H]1N=CO[C@@H]21
17976,O=CN1CCC[C@H]2C[C@@H]12
17977,O[C@H]1C[C@]21[C@H]1C[C@@H]2CC1
17978,C[C@@]1(O)C[C@H]1CN1CC1
17979,CN1[C@H]2[C@@H](C[C@@]12C)C=O
17980,CC1=CCN2[C@@H](CO)[C@@H]12
17981,CCCC#C[C@H]1C[C@H]1C
17982,C[C@]12O[C@H]1[C@@H](C#N)[C@H]2N
17983,Cc1c(F)c([NH])nn[nH]1
17984,C[C@@H](COCCO)C#C
17985,C[C@@](O)(CCO)CC#C
17986,OC[C@]12C[C@H]1NC2=O
17987,NC(=O)[C@]12C[C@H]1OC2=O
17988,O=C1NC[C@H]2[C@H]3CN3[C@@H]12
17989,C[C@]12COC[C@H]1OC2=O
17990,C[C@H]1[C@@H](C)C(=NO)[C@H]1O
17991,CC#C[C@]12C[C@H]1OCO2
17992,O[C@]12C=C[C@@H]3[C@H]1N3[C]2[NH]
17993,O=C[C@H]1COC[C@H]2O[C@@H]12
17994,CO[C@H]1[C@H]2C[C@@]1(O2)C#C
17995,O[C@]12C=CC[C@H]1CC2=O
17996,CC1(C)[C@H]2C[C@@H](O)[C@@]12O
17997,C[C@H]1[C@H]2[C@@H]3C[C@H]2[C@@]1(O)C3
17998,CO[C@@]1(C#N)[C@H]2CC[C@@H]12
17999,CO[C@H]1CO[C@H]1C1CC1
18000,CCN1[C]([NH])CNC1=O
18001,O=C1C[C@H]2C=CC[C@H]2N1
18002,CCN(C)CC#CC=O
18003,C[C@]12O[C@H]1CC(=C2)C#C
18004,CN1C=C[C@]2(CO2)C1=O
18005,O[C@H]1[C@H]2CC[C@@H]1[C@H]2C#C
18006,O=N(=O)c1ncccc1
18007,CC[C@@]12O[C@@H]([C@H]1C)[C@H]2C
18008,[NH][CH]O[C@H]1C[C@H]1C1CC1
18009,O[C@]1(CCC(=O)C1)C=O
18010,CC#C[C@@H](OC=O)C#N
18011,CN=C(N)c1cnno1
18012,C[C@H]1O[C@H]1COC(=O)N
18013,O=C[C@@]12C[C@H]3[C@@H]1CN3C2
18014,C[C@H]1Cc2c(C1)nno2
18015,C[C@@H](CC=O)[C@@H](C)C=O
18016,O=Cc1c[nH]nn1
18017,OCCC1=CC(=O)CC1
18018,C[C@]1(C[C@H]1C#N)N1CC1
18019,OC[C@H]1CCC(=NO)C1
18020,Oc1c([nH]nc1)O[CH][NH]
18021,CCCC[C@H]1[C@H]2C[C@@H]1O2
18022,C1O[C@]21[C@H]1[C@H]3C=C[C@@H]2N13
18023,OCC[C@H]1C[C@@H](CO)O1
18024,CC1=C[C@H]2C[C@@]2(C)C1
18025,CC#C[C@@H](C#N)[C@@H](C)O
18026,CC1(C)[C@@]2(O)CO[C@@]12C
18027,N#CC#C[C@]12CC[C@H]1O2
18028,C[C@@]12[C@H]3C[C@H]4O[C@@H]1[C@H]4N23
18029,C[C@H]1[C@H]2C[C@]1(CC#N)N2
18030,Cn1ccc(CO)c1N
18031,C[C@H]1CCOCC=C1
18032,[NH][C]1C[C@]2(C[C@H]3N[C@@H]23)O1
18033,C[C@H]1[C@H]2C[C@@H]1COCC2
18034,C[C@H]1O[C@@H](C)[C@]1(O)C#N
18035,NC(=O)[C@H]1CO1
18036,CC[C@H]1N2[C@H]3C[C@]1(C)[C@@H]23
18037,[NH]c1[nH]nncc1C#N
18038,O[C@@]12CC[C@H]3[C@@H]1[C@H]1[C@@H]2N31
18039,C[C@H]1O[C@H]1CC(=O)CO
18040,C1[C@H]2[C@@H]1[C@@H]1O[C@H]2[C@H]2O[C@@H]12
18041,OCC1=CCC(=O)CC1
18042,OC[C@H]1CCOC(=O)N1
18043,C[C@]12C[C@H]3CC[C@H]3[C@H]1O2
18044,O[C@]12COC[C@H]1N1C[C@@H]21
18045,CC(=O)C1=CCCCC1
18046,O[C@H]1C(=O)[C@H]2C[C@]1(O)C2
18047,N#CC[C@H]1C[C@H]2CN2C1
18048,CN1CC2(C1)NC2(C)C
18049,C1O[C@H]2C[C@H]3O[C@H]3C[C@@H]12
18050,CCC#C[C@@H](C)C(=O)N
18051,C[C@H]1N2CC[C@H]2[C@]21CO2
18052,C[C@@H](CO)[C@@]12C[C@@H](C1)O2
18053,CC[C@@H](C)C#C
18054,C1N[C@H]1c1cnccc1
18055,NC1=CNCN=C1[NH]
18056,C1O[C@]21[C@H]1O[C@@H]2[C@H]2N[C@@H]12
18057,[NH][C]1OC[C@H]2C=CCN12
18058,OC[C@H]1O[C]([NH])N[C]1[NH]
18059,C[C@]1(CO[C@H]1C=O)C=O
18060,O=C1C[C@@H]2[C@H]3O[C@@H]2[C@H]3O1
18061,C[C@@]1(CO)C[C@H]1[C@H]1CO1
18062,C[C@H]1NC(=O)C=C[C@H]1O
18063,CCn1cnc(O)c1O
18064,CC(C)(C)CCC(=O)N
18065,CCN(C=O)[C@H]1C[C@H]1O
18066,CCCC(C)(CC)CC
18067,CCn1cccc1CC
18068,CC(C)C[C@@H](C)C(=O)C
18069,C[C@@H](CCC#N)C(=O)C
18070,C[C@H]1CC=CC[C@]21CO2
18071,C[C@@H](O)c1cnccn1
18072,O=C1C[C@H]2[C@H]3C[C@@]2(C3)N1
18073,C[C@@]12[C@H]3O[C@@H]1C1(CC1)[C@@H]23
18074,O[C@@]12C[C@]1(O)C=CC2
18075,CCCO[C@@H](C)CC#N
18076,O=C1[C@H]2[C@H]3[N][CH]N1[C@@H]23
18077,C[C@@]12[C@H]3[C@H]4[C@@H]5[C@@H]([C@H]15)N2[C@@H]34
18078,C[C@]12O[C@H]1[C@H]1[C@@H]3CN1[C@H]23
18079,C[C@]12N[C@H]1[C@H]1NC(=O)[C@@H]21
18080,O1[N]N=C2C=C[CH]C2=N1
18081,C[C@@]12NC(=O)[C@]1(O)[C@H]2O
18082,CC[C@@H](C=O)N(C)C=O
18083,CN(C)C[C@@H](CO)C#N
18084,N[C@H]1[C@@H](OC1=O)C(=O)N
18085,O[C@H]1C[C@@]2(CC#N)C[C@@H]12
18086,NC(=O)[C@]1(CN1)[C@H]1CO1
18087,C[C@@](O)(CO)C1CC1
18088,CC(C)N=C1CCCO1
18089,ON=C1C=CCCC1=O
18090,CCN1[C@H]2C[C@@H](O)[C@@H]12
18091,NC1=C[C@@H](OC(=N1)[NH])O
18092,Nc1ncc(CCO)o1
18093,NC(=N)NC(=O)[C@H]1CO1
18094,O=C1CO[C@]21[C@H]1C[C@@H]2O1
18095,C[C@@H](O)[C@@]1(O)C[C@]1(C)O
18096,C[C@H]1N=CN2C[C@@]12C=O
18097,C#C[C@H]1O[C@H]2CN3[C@H]2[C@H]13
18098,C[C@]12C[C@H]3[C@@H](O)[C@H]3[C@H]1O2
18099,[NH]C1=C[CH]C(=O)OC=N1
18100,COC1C(=O)CCC1=O
18101,C#CC#C[C@]12C[C@H]1CC2
18102,Oc1ccncc1C=O
18103,C#CC1=C[C@@H]2[C@H]3O[C@@H]2[C@@H]13
18104,Oc1c[nH]c(c1)C#N
18105,C[C@H]1[C@@H](O[C]1[NH])C#N
18106,C[C@@H](O)[C@]1(CN1C)C=O
18107,O=C[C@H]1COC[C@]21CN2
18108,CC[C@]12CN1[C@@H](C2)C=O
18109,CCC(=O)[C@H]1CCN1C
18110,C[C@H]1CC[C@]2(CO2)C=C1
18111,CC[C@H]1C[C@H]2[C@@H](C)[C@H]2C1
18112,CC[C@@]12C[C@@H](C1)O[CH][N]2
18113,OC[C@H]1[C@H]2COCO[C@@H]12
18114,C#C[C@]12C[C@H]1[C@H]1O[C@@H]21
18115,O=C1C[C@@H]2C[C@H]1CC2=O
18116,C[C@H]1NC(=O)N(C)C=C1
18117,Cn1nc[nH]c([NH])c1[NH]
18118,CC[C@@]12C[C@@H](C1)[C@]2(C)O
18119,O=CNCC1=NCCO1
18120,CCc1nn(C=O)nn1
18121,CC#Cc1cn(C)nc1
18122,O[C@H]1CC[C@]21[C@H]1C[C@@H]2C1
18123,[nH]1cnn2ncnc12
18124,[NH][C]1O[C@H]2[C@@H]1C[C@]12CN1
18125,[NH]C1=C([N]C=CO1)C#N
18126,Nc1c(F)c(=O)nco1
18127,C[C@H]1CC(C)(C)[C@@H](C)O1
18128,C1[C@H]2C[C@H]3[C@@H]4C[C@H]3[C@H]2[C@H]14
18129,CN(C[C@@H](O)CO)C=O
18130,COCC1CC1
18131,O=C1COCCC=CN1
18132,CC1=CC(=O)CCC=C1
18133,CC(C)[C@@H](C)C(=O)N
18134,N[C@H]1C[C@H]2O[C@@]12C(=O)O
18135,OC[C@@H](CC#N)OC=O
18136,O[C@H]1C[C@H]1CC1COC1
18137,OC[C@@]12C[C@@H](C1)[N][CH]O2
18138,O=C1CN2C[C@H]1C12CC1
18139,CC[C@H]1OC[C@]21O[C@H]2C
18140,CC(C)(O)CC#CC#N
18141,NC(=O)[C@H]1C[C@H]1O
18142,CC1=C(C)C[C@@H](O)CC1
18143,OC[C@]12O[C@H]3[C@@H]4[C@H]3[C@H]1[C@H]24
18144,C[C@@]12[C@H]3[C@@H]1[C]1[CH]C[C@H]3[C@H]21
18145,CC1(C)CC[C@H]1O
18146,OCC[C@]12CC[C@H]1[C@H]2O
18147,CN=C1OC[C@H]1C1CC1
18148,O[C@@]12C[C@@H]3[C@@H](C[C@H]13)CC2
18149,O[C@@H](C#N)[C@@]12C[C@@H](C1)N2
18150,O=CCOCC#CC#C
18151,NC[C@H]1[C@@H](O)[C@H]1C(=O)O
18152,O[C@H]1[C@H]2CC(=O)CN[C@@H]12
18153,C1O[C@H]1[C@H]1CC[C@]21CO2
18154,Cn1nnc(=O)nn1
18155,N#CCC1=C[C@H]2C[C@H]2C1
18156,O[C@H]1[C@@H](C[C@H]1C=O)C=O
18157,OCCCC(=O)N1CC1
18158,Cc1nc(n[nH]1)N1CC1
18159,OC[C@H]1Cc2cnnn12
18160,[NH][CH]O[C@@]12C[C@@H](C1)C2
18161,CO[C@H]1CO[C@H]1C(=O)C
18162,O=C1C[C@H]2CCO[C@H]2C1
18163,C[C@@H](CNC=O)NC=O
18164,C[C@]12CN1C(=O)C2
18165,CCNc1ncno1
18166,CC#CC[C@H]1O[C@H]1C
18167,C[C@]12C[C@@]3(O)[C@@H]4[C@H]3N1[C@H]24
18168,C[C@]12C[C@H]1[C@@H](O)[C@H]1O[C@@H]21
18169,O=C1[C@H]2O[C@H]3C=C[C@@H]1[C@@H]23
18170,CCN1[C@H]2[C@@H](O)[C@@H]1C2=O
18171,CC#C[C@@]12N[C@H]3[C@@H]1O[C@@H]23
18172,CCCc1cn(C)nn1
18173,CC[C@]12CC[C@]1(O2)C=O
18174,CC[C@]12O[C@@H]3[C@H]1[C@H]2[C@H]3O
18175,CC(=O)[C@H]1OCC=C1C
18176,CC1=C[C@@H]2C[C@H]1[N][CH]O2
18177,COc1c(C=O)cc[nH]1
18178,C[C@@H](NC(=O)N)C#C
18179,CCC[C@H]1C[C@H]2CO[C@@H]12
18180,Nc1nc(=O)c(N)co1
18181,CC(C)c1n[nH]nc1O
18182,C[C@H]1[C@@H](O)[C@H]2N[C@H]2C1=O
18183,C[C@]1(N[C@H]1CO)C=O
18184,O=CC(C#C)(C#C)C#N
18185,CC[C@H]1CC[C@@H](O)CC1
18186,[NH][CH]O[C@H]1[C@H]2[C@@H]3O[C@H]2[C@H]13
18187,CC[C@H]1CC(=O)[C@H]1C=O
18188,C[C@]12O[C@H]1[C@H]1C[C@@]21CO
18189,OC[C@]12O[C@H]1[C@@H](O)C=C2
18190,CC[C@]12C[C@H]1N=C(N)O2
18191,NC(=NCC=O)C#N
18192,C[C@@H](O)c1c[nH]nc1C
18193,O=C[C@H]1CC2(CCC2)O1
18194,CO[C@]1(CCCO1)C=O
18195,C1C[C@@]23O[C@@H]([C@H]4O[C@@H]24)[C@H]13
18196,Nc1c2COCc2c[nH]1
18197,CC(C)[C@@H](C)CO
18198,C[C@H]1[C@@H](O)C=CCC1=O
18199,O[C@@]12[C@@H]3[C@H]4[C@@H]3[C@]1(C#N)[C@@H]24
18200,O=C[C@H]1[C@H]2[C@@H](CN12)C#N
18201,C[C@H]1CN1[C@@H](CN)C#N
18202,O[C@H]1C[C@H]2O[C@]2(C1)C=O
18203,O=C[C@H]1CCN1CC#N
18204,O=C1O[C@H]2[C@H]3C[C@H]3[C@@H]12
18205,O[C@@]1([C@H]2CO2)[C@H]2C[C@@H]1O2
18206,OC1(CCCC1)C1CC1
18207,CN(C)c1n[nH]cc1C
18208,NC(=O)c1c[nH]cc1O
18209,C[C@H]1[C@H]2[C@@H](CCN12)C#N
